,OBJECTID,collection_method,created_date,created_user,difficulty,difficulty_max,difficulty_min,difficulty_outlier,last_edited_date,last_edited_user,name,name_common,name_river,name_section,nav_link_aw,notes,reach_id,side_of_river,type,SHAPE
8191,8192,,,,III-IV(V),IV,III,V,,,,Hike & Huck: Hunt Fish Falls to Wilson Creek,Lost Cove Creek,Trail 464A to Wilson Creek,http://www.americanwhitewater.org/content/River/detail/id/3561/,,3561,,takeout,"{'x': -81.77917196799996, 'y': 36.00406645500004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8192,8193,,,,I,I,,,,,,Upper Octoraro,Octoraro Creek,"Octoraro Lake to New Bridge Rd, MD",http://www.americanwhitewater.org/content/River/detail/id/3562/,,3562,,takeout,"{'x': -76.11506282599998, 'y': 39.706750019000026, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8193,8194,,,,I(II),I,,II,,,,,Pike  (Kenosha Co.),Petrifying Springs to Lathrop & CTH.A (up to 4.5 miles),http://www.americanwhitewater.org/content/River/detail/id/3563/,,3563,,takeout,"{'x': -87.82470921099997, 'y': 42.653516710000076, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8194,8195,,,,IV-V+,V+,IV,,,,,Upper Whitewater,Whitewater River,Hwy 107 to Hwy 281,http://www.americanwhitewater.org/content/River/detail/id/3564/,,3564,,takeout,"{'x': -83.02215746799999, 'y': 35.037643392000064, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8195,8196,,,,III,III,,,,,,The Wave,Susquehanna River,Saginaw Railroad Bridge,http://www.americanwhitewater.org/content/River/detail/id/3565/,,3565,,takeout,"{'x': -76.64530674799994, 'y': 40.05392071800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8196,8197,,,,III+,III+,,,,,,,Susquehanna River,Holtwood,http://www.americanwhitewater.org/content/River/detail/id/3566/,,3566,,takeout,"{'x': -76.33346225999998, 'y': 39.817134837000026, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8197,8198,,,,I-II(III),II,I,III,,,,,French Broad,Del Rio to Bridgeport Market,http://www.americanwhitewater.org/content/River/detail/id/3567/,,3567,,takeout,"{'x': -83.12020094199994, 'y': 35.95418925900003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8198,8199,,,,IV-V,V,IV,,,,,,Cincinnati Creek,Remsen to Barneveld,http://www.americanwhitewater.org/content/River/detail/id/3568/,,3568,,takeout,"{'x': -75.18467814899998, 'y': 43.27050989800006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8199,8200,,,,II-III(IV),III,II,IV,,,,,Cataloochee Creek,Catalooche Campground to Waterville Lake,http://www.americanwhitewater.org/content/River/detail/id/3569/,,3569,,takeout,"{'x': -83.05474525899996, 'y': 35.69034916800007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8200,8201,,,,I-II,II,I,,,,,,Winnipesaukee,1. Tilton Road to Riverfront Park,http://www.americanwhitewater.org/content/River/detail/id/3570/,,3570,,takeout,"{'x': -71.59419284199998, 'y': 43.442449142000044, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8201,8202,,,,IV-V,V,IV,,,,,,North Pacolet,Pearsons Falls along Hwy 176 to Tryon,http://www.americanwhitewater.org/content/River/detail/id/3571/,,3571,,takeout,"{'x': -82.25608227999999, 'y': 35.22337070100008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8202,8203,,,,II,II,,,,,,,Aquia Creek,Rt. 610 to US 1,http://www.americanwhitewater.org/content/River/detail/id/3572/,,3572,,takeout,"{'x': -77.39421605999996, 'y': 38.47401305200003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8203,8204,,,,III,III,,,,,,,Four Mile Run,Ohio Street to Arlington Ridge Rd,http://www.americanwhitewater.org/content/River/detail/id/3573/,,3573,,takeout,"{'x': -77.06491752899996, 'y': 38.844458092000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8204,8205,,,,V+,V+,,,,,,,Daniel Creek,to Bear Creek,http://www.americanwhitewater.org/content/River/detail/id/3574/,,3574,,takeout,"{'x': -85.48537558799995, 'y': 34.86143229700008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8205,8206,,,,V+,V+,,,,,,,Pierce Pond Stream,Pierce Pond to Kennebec River,http://www.americanwhitewater.org/content/River/detail/id/3575/,,3575,,takeout,"{'x': -70.00213600299998, 'y': 45.23530778000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8206,8207,,,,I-II,II,I,,,,,Section III,Lehigh,3. Jim Thorpe to Bowmanstown ,http://www.americanwhitewater.org/content/River/detail/id/3576/,,3576,,takeout,"{'x': -75.65615770099998, 'y': 40.79284555000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8207,8208,,,,IV-V+,V+,IV,,,,,,Stekoa Creek,1- Upper: Highway 23 to Rickman Airfield Road,http://www.americanwhitewater.org/content/River/detail/id/3577/,,3577,,takeout,"{'x': -83.40505252399998, 'y': 34.83269913300006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8208,8209,,,,V,V,,,,,,,"Quinault, North Fork",Geoduck Creek to Kimta Creek (Gorge),http://www.americanwhitewater.org/content/River/detail/id/3578/,,3578,,takeout,"{'x': -123.64769318499998, 'y': 47.653050793000034, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8209,8210,,,,I-III,III,I,,,,,,Jones Falls,Lake Roland to Round Falls,http://www.americanwhitewater.org/content/River/detail/id/3579/,,3579,,takeout,"{'x': -76.62517455399995, 'y': 39.31508971000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8210,8211,,,,IV-V+,V+,IV,,,,,,Soddy Creek,Waldens Ridge to Jones Gap Road,http://www.americanwhitewater.org/content/River/detail/id/3580/,,3580,,takeout,"{'x': -85.16659407399999, 'y': 35.301587410000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8211,8212,,,,V+,V+,,,,,,,Raging River,The Box (Looks a bit like the Lower Gauley),http://www.americanwhitewater.org/content/River/detail/id/3581/,,3581,,takeout,"{'x': -81.12644426499998, 'y': 38.22882556700006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8212,8213,,,,II(III),II,,III,,,,Top,Lehigh,0. Francis Walters Dam to White Haven ,http://www.americanwhitewater.org/content/River/detail/id/3582/,,3582,,takeout,"{'x': -75.77048134899997, 'y': 41.055505622000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8213,8214,,,,V,V,,,,,,,Clearwater (MF Nooksack trib.),to MF Nooksack,http://www.americanwhitewater.org/content/River/detail/id/3583/,,3583,,takeout,"{'x': -122.045026501, 'y': 48.77462064600007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8214,8215,,,,V,V,,,,,,,"Miller, East Fork",along FR 6412,http://www.americanwhitewater.org/content/River/detail/id/3584/,,3584,,takeout,"{'x': -121.374807294, 'y': 47.64194749400008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8215,8216,,,,II(V+),II,,V+,,,,,"Skykomish, S. Fork",2. Baring to Sunset Falls,http://www.americanwhitewater.org/content/River/detail/id/3585/,,3585,,takeout,"{'x': -121.55099860899998, 'y': 47.80357956900008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8216,8217,,,,II(III),II,,III,,,,Hidden Kings,Kings,3. Kings River Powerhouse to Big Creek Cove,http://www.americanwhitewater.org/content/River/detail/id/3586/,,3586,,takeout,"{'x': -119.24797444899997, 'y': 36.890170116000036, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8217,8218,,,,V,V,,,,,,,"Possum Creek, Little",Waldens Ridge to Bakewell,http://www.americanwhitewater.org/content/River/detail/id/3587/,,3587,,takeout,"{'x': -85.14691695599998, 'y': 35.34703462900006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8218,8219,,,,III+(IV),III+,,IV,,,,,"Possum Creek, Big",Waldens Ridge to Bakewell,http://www.americanwhitewater.org/content/River/detail/id/3588/,,3588,,takeout,"{'x': -85.14698873899994, 'y': 35.34743897300007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8219,8220,,,,III-IV(V+),IV,III,V+,,,,Tiny Piney,Little Piney Creek(Grandview),Grandview Tenn. to Piney River,http://www.americanwhitewater.org/content/River/detail/id/3589/,,3589,,takeout,"{'x': -84.87996440899997, 'y': 35.71311694000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8220,8221,,,,III,III,,,,,,McKeever to Iron Bridge,Moose,1. Middle: McKeever to Rock Island,http://www.americanwhitewater.org/content/River/detail/id/3590/,,3590,,takeout,"{'x': -75.16149999999999, 'y': 43.60860000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8221,8222,,,,I,I,,,,,,,Lake Erie,Edgewater Park,http://www.americanwhitewater.org/content/River/detail/id/3591/,,3591,,takeout,"{'x': -81.76589999999999, 'y': 41.49010000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8222,8223,,,,IV-V(V+),V,IV,V+,,,,,Embudo Creek,Near Rio Lucio to Hwy 75,http://www.americanwhitewater.org/content/River/detail/id/3592/,,3592,,takeout,"{'x': -105.83099312599995, 'y': 36.179202807000024, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8223,8224,,,,V+,V+,,,,,,,Rio de los Pinos,"1. Toltec Gorge: Osier, CO to Campground near San Miguel, NM",http://www.americanwhitewater.org/content/River/detail/id/3593/,,3593,,takeout,"{'x': -106.24799838799998, 'y': 36.96557616300004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8224,8225,,,,IV+,IV+,,,,,,,Red River,Hwy 515 to Dunn Bridge,http://www.americanwhitewater.org/content/River/detail/id/3594/,,3594,,takeout,"{'x': -105.70809226899996, 'y': 36.53625085600004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8225,8226,,,,II,II,,,,,,,Black,6. Route 3 Wave,http://www.americanwhitewater.org/content/River/detail/id/3595/,,3595,,takeout,"{'x': -75.87929999999994, 'y': 43.97720000000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8226,8227,,,,I-II,II,I,,,,,,White (Walworth Co.),Spring Valley Road to Spring Valley Road (3 miles),http://www.americanwhitewater.org/content/River/detail/id/3596/,,3596,,takeout,"{'x': -88.35779264899998, 'y': 42.64813480500004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8227,8228,,,,V+,V+,,,,,,,Rio Brazos,above Corkins Lodge,http://www.americanwhitewater.org/content/River/detail/id/3597/,,3597,,takeout,"{'x': -106.45306293499999, 'y': 36.73898790000004, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8228,8229,,,,V+,V+,,,,,,,Rio Pueblo de Taos,to Taos Junction Bridge,http://www.americanwhitewater.org/content/River/detail/id/3598/,,3598,,takeout,"{'x': -105.73362622199994, 'y': 36.336436158000026, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8229,8230,,,,IV-V(V+),V,IV,V+,,,,,Possum Walk Creek,Five Mile Road to Highway 263 (8.7 miles),http://www.americanwhitewater.org/content/River/detail/id/3599/,,3599,,takeout,"{'x': -92.05289999999997, 'y': 35.63270000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8230,8231,,,,II,II,,,,,,Sunshines Little River,Piscataquog,Goffstown,http://www.americanwhitewater.org/content/River/detail/id/3600/,,3600,,takeout,"{'x': -71.52084785099998, 'y': 43.01252126700007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8231,8232,,,,I,I,,,,,,,Noland Creek,Lakeview Road to Fontana Lake,http://www.americanwhitewater.org/content/River/detail/id/3601/,,3601,,takeout,"{'x': -83.52821551999995, 'y': 35.44511893600003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8232,8233,,,,III-IV,IV,III,,,,,Jamaica Bob Sled Run,Ball Mountain Brook,Metcalf Road to Jamaica State Park,http://www.americanwhitewater.org/content/River/detail/id/3602/,,3602,,takeout,"{'x': -72.77134353099996, 'y': 43.10174340000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8233,8234,,,,IV,IV,,,,,,,Warner,Melvin Mills to Warner,http://www.americanwhitewater.org/content/River/detail/id/3603/,,3603,,takeout,"{'x': -71.85639999999995, 'y': 43.29770000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8234,8235,,,,V,V,,,,,,,Pelham Brook,Rowe Center to Deerfield River,http://www.americanwhitewater.org/content/River/detail/id/3604/,,3604,,takeout,"{'x': -72.93555256299999, 'y': 42.665300201000036, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8235,8236,,,,I-II,II,I,,,,,,"Deerfield, E. Branch",Somerset Reservoir to Searsburg Reservoir,http://www.americanwhitewater.org/content/River/detail/id/3605/,,3605,,takeout,"{'x': -72.94703066399995, 'y': 42.91747395200008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8236,8237,,,,I-III,III,I,,,,,Hartland Rapids,Connecticut,Sumner Falls,http://www.americanwhitewater.org/content/River/detail/id/3606/,,3606,,takeout,"{'x': -72.38589999999994, 'y': 43.56430000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8237,8238,,,,I-II,II,I,,,,,Upper,Lamoille,1. Johnson to Jeffersonville,http://www.americanwhitewater.org/content/River/detail/id/3607/,,3607,,takeout,"{'x': -72.84659999999997, 'y': 44.644400000000076, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8238,8239,,,,V,V,,,,,,,Roaring Branch,Kelly Stand Road to East Kansas,http://www.americanwhitewater.org/content/River/detail/id/3608/,,3608,,takeout,"{'x': -73.11843711099993, 'y': 43.05672830700007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8239,8240,,,,IV-V,V,IV,,,,,,Pond Brook,Baker Pond to Wentworth,http://www.americanwhitewater.org/content/River/detail/id/3609/,,3609,,takeout,"{'x': -71.91298411399998, 'y': 43.86821160400007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8240,8241,,,,II-III,III,II,,,,,Upper Short,Short Creek,Route 75 to Hustleville Rd.,http://www.americanwhitewater.org/content/River/detail/id/3610/,,3610,,takeout,"{'x': -86.20449999999994, 'y': 34.32020000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8241,8242,,,,II-III,III,II,,,,,,"Warrior, Calvert Prong of the Locust Fork",CR 33 to Deavers Town Rd,http://www.americanwhitewater.org/content/River/detail/id/3611/,,3611,,takeout,"{'x': -86.58269999999999, 'y': 33.93490000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8242,8243,,,,V,V,,,,,,Lower,Chinquapin Creek,Canyon Rim Road to Little River ,http://www.americanwhitewater.org/content/River/detail/id/3612/,,3612,,takeout,"{'x': -85.66979999999995, 'y': 34.33420000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8243,8244,,,,III-IV,IV,III,,,,,,Chitwood Creek,CR 1 to CR 33,http://www.americanwhitewater.org/content/River/detail/id/3613/,,3613,,takeout,"{'x': -86.54559999999998, 'y': 33.95240000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8244,8245,,,,V,V,,,,,,,Flat Rock / Coon Creek,Rt. 117 to Lake Guntersville,http://www.americanwhitewater.org/content/River/detail/id/3614/,,3614,,takeout,"{'x': -85.83539999999994, 'y': 34.75130000000007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8245,8246,,,,II-III,III,II,,,,,,Elkahatchee Creek,Elkahatchee Rd to SR 63,http://www.americanwhitewater.org/content/River/detail/id/3615/,,3615,,takeout,"{'x': -85.96529999999996, 'y': 32.88330000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8246,8247,,,,V+,V+,,,,,,,Gulf Creek,Loop Rd to Beason Cove Rd,http://www.americanwhitewater.org/content/River/detail/id/3616/,,3616,,takeout,"{'x': -86.25159999999994, 'y': 33.917700000000025, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8247,8248,,,,II-III,III,II,,,,,,Gurley Creek,Narrows Rd to State Rte 79,http://www.americanwhitewater.org/content/River/detail/id/3617/,,3617,,takeout,"{'x': -86.68649999999997, 'y': 33.793300000000045, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8248,8249,,,,II-III,III,II,,,,,,Lick Creek,State Rte. 91 to County Road 783,http://www.americanwhitewater.org/content/River/detail/id/3618/,,3618,,takeout,"{'x': -86.63409999999999, 'y': 34.116100000000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8249,8250,,,,III-IV,IV,III,,,,,,Line Creek,Egypt Rd to Littleton Rd,http://www.americanwhitewater.org/content/River/detail/id/3619/,,3619,,takeout,"{'x': -86.12599999999998, 'y': 34.06660000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8250,8251,,,,III+,III+,,,,,,,Lively Creek,State Rte. 73 to Long Island Creek,http://www.americanwhitewater.org/content/River/detail/id/3620/,,3620,,takeout,"{'x': -85.66839999999996, 'y': 34.869800000000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8251,8252,,,,II-III,III,II,,,,,,Mill Creek (Morgan Co.),Holmes Drake Rd to US Rte 31,http://www.americanwhitewater.org/content/River/detail/id/3621/,,3621,,takeout,"{'x': -86.90119999999996, 'y': 34.32890000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8252,8253,,,,III-IV(V),IV,III,V,,,,,Salt Creek,Salt Creek Rd to Henderson Lake Rd,http://www.americanwhitewater.org/content/River/detail/id/3622/,,3622,,takeout,"{'x': -85.92519141599996, 'y': 33.534496569000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8253,8254,,,,III,III,,,,,,,Talladega Creek,"Skyway Mtwy to Waldo Bridge, State Rte 77",http://www.americanwhitewater.org/content/River/detail/id/3623/,,3623,,takeout,"{'x': -86.03019999999998, 'y': 33.378400000000056, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8254,8255,,,,II-III,III,II,,,,,,Two Mile Creek,CR 798 to CR 781 (Duck Creek),http://www.americanwhitewater.org/content/River/detail/id/3624/,,3624,,takeout,"{'x': -86.69139999999999, 'y': 34.14540000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8255,8256,,,,II-III,III,II,,,,,,Walnut Creek,County Rd 32 to Lake Mitchell,http://www.americanwhitewater.org/content/River/detail/id/3625/,,3625,,takeout,"{'x': -86.46789999999999, 'y': 32.86370000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8256,8257,,,,III+,III+,,,,,,,"Yellowleaf Creek, North Fork",Ivy Branch to Old Highway 280,http://www.americanwhitewater.org/content/River/detail/id/3626/,,3626,,takeout,"{'x': -86.65929999999997, 'y': 33.35120000000006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8257,8258,,,,I,I,,,,,,,Connecticut,Holyoke (Wave-o-Saurus),http://www.americanwhitewater.org/content/River/detail/id/3627/,,3627,,takeout,"{'x': -72.62359999999995, 'y': 42.242000000000075, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8258,8259,,,,V,V,,,,,,,Coleman,Coleman River Rd to Tallulah River,http://www.americanwhitewater.org/content/River/detail/id/3628/,,3628,,takeout,"{'x': -83.54624124199995, 'y': 34.92976214200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8259,8260,,,,I(III),I,,III,,,,,Cadron Creek,3) Cove Creek Run: Highway 65 to Highway 285 (10 miles),http://www.americanwhitewater.org/content/River/detail/id/3629/,,3629,,takeout,"{'x': -92.47269999999997, 'y': 35.28520000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8260,8261,,,,IV-V,V,IV,,,,,,Dunning Creek,Gilmantown Rd. to Sacandaga River,http://www.americanwhitewater.org/content/River/detail/id/3630/,,3630,,takeout,"{'x': -74.25758779399996, 'y': 43.43736693200003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8261,8262,,,,II(III),II,,III,,,,Lower Cartecay,Cartecay,3. Stegall Mill Road to DNR,http://www.americanwhitewater.org/content/River/detail/id/3631/,,3631,,takeout,"{'x': -84.45429999999999, 'y': 34.65410000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8262,8263,,,,IV-V+,V+,IV,,,,,,Falling Water Creek,Waldens Ridge to Soddy Daisy,http://www.americanwhitewater.org/content/River/detail/id/3632/,,3632,,takeout,"{'x': -85.24444417799998, 'y': 35.19439887900006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8263,8264,,,,IV+,IV+,,,,,,,Wolf Creek,01. Downstream from Highway 160 Bridge,http://www.americanwhitewater.org/content/River/detail/id/3633/,,3633,,takeout,"{'x': -106.88337561099996, 'y': 37.44901460900007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8264,8265,,,,I,I,,,,,,,Sheepscot,Reversing Falls,http://www.americanwhitewater.org/content/River/detail/id/3634/,,3634,,takeout,"{'x': -69.61485739099999, 'y': 44.04789004600008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8265,8266,,,,IV-V+,V+,IV,,,,,,Woodcock Creek,Woodcock Gulf to Daus,http://www.americanwhitewater.org/content/River/detail/id/3635/,,3635,,takeout,"{'x': -85.43345213199996, 'y': 35.32204824200005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8266,8267,,,,I-IV,IV,I,,,,,,Yahoola Creek,1. US 19 North of Dahlonega to US 19,http://www.americanwhitewater.org/content/River/detail/id/3636/,,3636,,takeout,"{'x': -83.98388425399997, 'y': 34.57578497600008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8267,8268,,,,V+,V+,,,,,,,Rock Creek,Lula Lake Road to Chattanooga Valley Road,http://www.americanwhitewater.org/content/River/detail/id/3637/,,3637,,takeout,"{'x': -85.35352820599996, 'y': 34.94551519300006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8268,8269,,,,IV-V+,V+,IV,,,,,,Quartz Creek,ab. Snaggletooth Creek to Lewis River,http://www.americanwhitewater.org/content/River/detail/id/3638/,,3638,,takeout,"{'x': -121.84860565199995, 'y': 46.183185009000056, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8269,8270,,,,IV(V),IV,,V,,,,Upper Upper Conasauga,Conasauga,Hickory Creek Trailhead to East Cowpen Road,http://www.americanwhitewater.org/content/River/detail/id/3639/,,3639,,takeout,"{'x': -84.66981549399998, 'y': 34.95999686400006, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8270,8271,,,,II-III,III,II,,,,,Mathis By-Pass,Tallulah,4 - Middle - Old Hwy 441 to Tallulah Falls Lake,http://www.americanwhitewater.org/content/River/detail/id/3640/,,3640,,takeout,"{'x': -83.40734553699997, 'y': 34.75023930200007, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8271,8272,,,,IV-V+,V+,IV,,,,,,Warren Creek,Hwy 301 to Nickajack Lake,http://www.americanwhitewater.org/content/River/detail/id/3641/,,3641,,takeout,"{'x': -85.58119705199994, 'y': 34.97311141100005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8272,8273,,,,III-V,V,III,,,,,,Falls Branch,Tarlton Flats to NFS Road 1200 near Bass (9 miles),http://www.americanwhitewater.org/content/River/detail/id/3642/,,3642,,takeout,"{'x': -93.00609999999995, 'y': 35.888900000000035, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8273,8274,,,,I-II(III),II,I,III,,,,,Rock Creek (Nehalem),Keasey to mouth,http://www.americanwhitewater.org/content/River/detail/id/3643/,,3643,,takeout,"{'x': -123.19203499999998, 'y': 45.858955982000055, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8274,8275,,,,II,II,,,,,,Lower Otter Brook,Otter Brook,Roxbury to Keene,http://www.americanwhitewater.org/content/River/detail/id/3644/,,3644,,takeout,"{'x': -72.25206476599993, 'y': 42.914204734000066, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8275,8276,,,,II,II,,,,,,,Pemigewasset,3) North Woodstock&ndash;Woodstock,http://www.americanwhitewater.org/content/River/detail/id/3645/,,3645,,takeout,"{'x': -71.68032737699997, 'y': 43.974701277000065, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8276,8277,,,,II+(IV),II+,,IV,,,,Upper Steamboat,Steamboat Creek,City Creek to Steamboat Falls,http://www.americanwhitewater.org/content/River/detail/id/3646/,,3646,,takeout,"{'x': -122.69919594299995, 'y': 43.24984415800003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8277,8278,,,,II-III,III,II,,,,,Clear Fork near Jellico,Clear Fork (of the Cumberland),Hwy 90 bridge to Sandy Beach Cove,http://www.americanwhitewater.org/content/River/detail/id/3647/,,3647,,takeout,"{'x': -84.06888177899998, 'y': 36.576574823000044, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8278,8279,,,,I-II,II,I,,,,,,Nehalem,1) Upper Nehalem to Vernonia,http://www.americanwhitewater.org/content/River/detail/id/3648/,,3648,,takeout,"{'x': -123.19099953099999, 'y': 45.855024462000074, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8279,8280,,,,IV(V),IV,,V,,,,,Arroyo Seco,1) Willowcreek Bridge to Arroyo Seco Picnic Area ,http://www.americanwhitewater.org/content/River/detail/id/3649/,,3649,,takeout,"{'x': -121.47799999999995, 'y': 36.235600000000034, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8280,8281,,,,III-IV(V),IV,III,V,,,,,Big Devil's Fork,Hill Cemetery to Richland Creek (2.75+2 miles),http://www.americanwhitewater.org/content/River/detail/id/3650/,,3650,,takeout,"{'x': -92.92869999999994, 'y': 35.79690000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8281,8282,,,,III-IV,IV,III,,,,,,Galla Creek,Crow Mtn. Rd. to Galla Creek Lake (3.1 miles),http://www.americanwhitewater.org/content/River/detail/id/3651/,,3651,,takeout,"{'x': -93.05109999999996, 'y': 35.26350000000008, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8282,8283,,,,III-IV(V),IV,III,V,,,,,Long Devil's Fork,Headwaters to Richland Creek (3+2 miles),http://www.americanwhitewater.org/content/River/detail/id/3652/,,3652,,takeout,"{'x': -92.92869999999994, 'y': 35.79690000000005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8283,8284,,,,II,II,,,,,,,Ouachita,5) Rockport Ledge (PnP),http://www.americanwhitewater.org/content/River/detail/id/3653/,,3653,,takeout,"{'x': -92.84258395299997, 'y': 34.39325702300005, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8284,8285,,,,IV-V(V+),V,IV,V+,,,,,Bear Creek (Big Piney trib),Headwaters to Big Piney Creek (4.1 miles),http://www.americanwhitewater.org/content/River/detail/id/3654/,,3654,,takeout,"{'x': -93.22559999999999, 'y': 35.671800000000076, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
8285,8286,,,,III-V(V+),V,III,V+,,,,,Sulphur Creek,Southern Fork to Richland Creek (1.5+4.5 miles),http://www.americanwhitewater.org/content/River/detail/id/3655/,,3655,,takeout,"{'x': -92.89609999999999, 'y': 35.88960000000003, 'spatialReference': {'wkid': 4269, 'latestWkid': 4269}}"
